account_id,customer_id,branch_id,account_type,balance_usd,account_status,open_date
ACC006624,CUS005145,BR059,Savings,96646.82,Active,2023-01-05
ACC006625,CUS005146,BR071,Fixed Deposit,1001319.53,Active,2021-11-01
ACC006626,CUS005147,BR093,Savings,250107.36,Closed,2023-01-05
ACC006627,CUS005148,BR013,Salary,294057.0,Active,2022-08-14
ACC006628,CUS005148,BR091,Savings,89412.64,Active,2021-06-30
ACC006629,CUS005149,BR063,Current,75909.21,Active,2024-04-05
ACC006630,CUS005150,BR026,Savings,31736.26,Active,2021-09-27
ACC006631,CUS005151,BR070,Savings,137157.1,Active,2024-07-26
ACC006632,CUS005151,BR059,Current,375437.37,Active,2024-05-28
ACC006633,CUS005152,BR026,Salary,29654.09,Active,2023-03-17
ACC006634,CUS005152,BR015,Savings,7765.08,Active,2022-09-27
ACC006635,CUS005152,BR063,Savings,234692.02,Active,2022-12-18
ACC006636,CUS005153,BR040,Savings,118576.22,Active,2023-09-08
ACC006637,CUS005154,BR059,Savings,295784.07,Active,2025-03-06
ACC006638,CUS005155,BR069,Savings,101952.45,Inactive,2024-09-30
ACC006639,CUS005156,BR065,Savings,156208.6,Closed,2026-03-06
ACC006640,CUS005156,BR086,Savings,190646.84,Active,2027-04-30
ACC006641,CUS005157,BR010,Savings,51627.92,Active,2026-02-21
ACC006642,CUS005158,BR082,Current,1469385.86,Inactive,2022-04-20
ACC006643,CUS005159,BR001,Salary,265501.79,Active,2021-08-07
ACC006644,CUS005160,BR052,Salary,374119.64,Active,2026-10-27
ACC006645,CUS005161,BR083,Savings,50310.11,Active,2025-02-22
ACC006646,CUS005162,BR022,Current,398859.3,Inactive,2023-03-11
ACC006647,CUS005162,BR057,Salary,440231.92,Active,2023-03-06
ACC006648,CUS005163,BR068,Salary,406086.26,Active,2023-08-01
ACC006649,CUS005164,BR051,Savings,60197.44,Active,2021-07-01
ACC006650,CUS005165,BR087,Savings,142135.91,Active,2018-05-26
ACC006651,CUS005165,BR044,Savings,80378.69,Active,2019-02-09
ACC006652,CUS005166,BR097,Savings,77702.49,Inactive,2021-06-02
ACC006653,CUS005167,BR090,Savings,231242.88,Active,2023-01-01
ACC006654,CUS005168,BR017,Savings,176263.3,Active,2018-07-18
ACC006655,CUS005168,BR062,Savings,91174.81,Active,2020-03-03
ACC006656,CUS005169,BR035,Savings,113959.57,Active,2024-07-28
ACC006657,CUS005170,BR028,Current,1157204.45,Active,2022-03-19
ACC006658,CUS005171,BR025,Savings,96062.47,Active,2022-05-16
ACC006659,CUS005172,BR008,Current,994581.25,Active,2025-01-15
ACC006660,CUS005173,BR011,Savings,115822.33,Active,2019-06-14
ACC006661,CUS005174,BR049,Salary,250661.59,Active,2022-07-10
ACC006662,CUS005175,BR039,Salary,446953.63,Active,2025-03-15
ACC006663,CUS005176,BR023,Savings,12961.71,Active,2019-03-07
ACC006664,CUS005177,BR055,Savings,45889.99,Active,2020-05-10
ACC006665,CUS005178,BR038,Current,490856.1,Active,2027-05-03
ACC006666,CUS005179,BR044,Salary,483632.16,Closed,2018-11-04
ACC006667,CUS005180,BR057,Savings,189352.77,Active,2021-09-12
ACC006668,CUS005180,BR032,Savings,4288.37,Active,2021-12-29
ACC006669,CUS005181,BR050,Savings,101244.01,Active,2026-06-20
ACC006670,CUS005182,BR018,Savings,216961.59,Active,2024-10-30
ACC006671,CUS005182,BR080,Savings,143556.21,Active,2025-10-08
ACC006672,CUS005183,BR003,Current,251254.11,Active,2021-11-13
ACC006673,CUS005184,BR031,Savings,72141.32,Active,2023-02-04
ACC006674,CUS005185,BR023,Savings,228271.64,Inactive,2019-06-22
ACC006675,CUS005186,BR015,Savings,176231.81,Active,2020-02-21
ACC006676,CUS005186,BR032,Savings,7617.71,Active,2020-02-26
ACC006677,CUS005186,BR062,Salary,318347.71,Active,2020-10-01
ACC006678,CUS005187,BR089,Savings,139455.2,Active,2020-03-30
ACC006679,CUS005188,BR096,Savings,79516.82,Active,2023-01-18
ACC006680,CUS005189,BR040,Savings,176568.31,Active,2021-10-04
ACC006681,CUS005190,BR072,Savings,41981.81,Active,2022-04-26
ACC006682,CUS005191,BR077,Savings,251465.05,Active,2020-09-10
ACC006683,CUS005191,BR094,Savings,45518.46,Active,2022-01-12
ACC006684,CUS005192,BR062,Salary,210105.7,Active,2021-07-16
ACC006685,CUS005193,BR002,Current,810075.74,Active,2021-03-18
ACC006686,CUS005194,BR030,Fixed Deposit,980412.4,Active,2024-06-12
ACC006687,CUS005195,BR084,Savings,183859.74,Active,2019-12-08
ACC006688,CUS005196,BR078,Savings,105495.97,Active,2024-07-17
ACC006689,CUS005197,BR045,Savings,1647.02,Active,2025-11-11
ACC006690,CUS005198,BR081,Savings,28973.14,Active,2024-05-21
ACC006691,CUS005199,BR032,Current,185881.06,Active,2024-11-03
ACC006692,CUS005199,BR005,Fixed Deposit,2425975.59,Active,2023-01-19
ACC006693,CUS005200,BR059,Current,1005444.84,Active,2022-12-30
ACC006694,CUS005201,BR075,Salary,56431.43,Active,2021-10-20
ACC006695,CUS005201,BR070,Savings,259589.15,Closed,2023-08-13
ACC006696,CUS005201,BR062,Current,1461601.24,Active,2023-11-03
ACC006697,CUS005202,BR052,Salary,485589.72,Active,2025-01-05
ACC006698,CUS005203,BR098,Savings,146146.12,Active,2021-03-14
ACC006699,CUS005204,BR080,Savings,155320.45,Active,2022-02-16
ACC006700,CUS005205,BR046,Salary,467088.3,Inactive,2023-07-22
ACC006701,CUS005206,BR039,Savings,193338.66,Active,2025-07-31
ACC006702,CUS005207,BR004,Salary,139978.51,Active,2026-08-16
ACC006703,CUS005208,BR089,Savings,208406.73,Active,2024-06-01
ACC006704,CUS005209,BR032,Savings,62676.56,Active,2023-04-18
ACC006705,CUS005210,BR100,Savings,267553.74,Active,2021-12-09
ACC006706,CUS005211,BR100,Fixed Deposit,3045563.7,Active,2022-07-11
ACC006707,CUS005211,BR049,Savings,109620.74,Active,2023-12-29
ACC006708,CUS005212,BR013,Savings,249775.65,Active,2025-02-02
ACC006709,CUS005213,BR093,Savings,27288.75,Active,2025-01-18
ACC006710,CUS005214,BR089,Current,291043.58,Active,2024-08-17
ACC006711,CUS005215,BR076,Savings,216114.76,Active,2022-11-01
ACC006712,CUS005216,BR041,Salary,176764.27,Active,2026-10-24
ACC006713,CUS005217,BR086,Salary,484114.3,Active,2024-11-19
ACC006714,CUS005218,BR042,Salary,393968.38,Active,2024-03-28
ACC006715,CUS005218,BR017,Savings,4129.14,Active,2023-12-13
ACC006716,CUS005219,BR044,Current,1439368.4,Active,2022-08-13
ACC006717,CUS005219,BR030,Salary,175878.65,Active,2024-03-07
ACC006718,CUS005220,BR056,Current,761923.79,Active,2025-07-13
ACC006719,CUS005221,BR035,Salary,251823.82,Active,2025-08-22
ACC006720,CUS005221,BR004,Savings,242297.45,Active,2025-11-13
ACC006721,CUS005222,BR023,Salary,385392.96,Active,2025-04-11
ACC006722,CUS005223,BR017,Savings,190015.46,Active,2025-04-10
ACC006723,CUS005224,BR068,Current,133630.05,Inactive,2025-04-28
ACC006724,CUS005225,BR044,Current,703736.18,Active,2022-06-11
ACC006725,CUS005225,BR031,Savings,214542.13,Active,2023-01-15
ACC006726,CUS005225,BR098,Savings,290231.19,Active,2022-11-29
ACC006727,CUS005226,BR041,Current,697477.53,Inactive,2023-05-17
ACC006728,CUS005226,BR060,Savings,26293.08,Active,2022-12-31
ACC006729,CUS005227,BR036,Savings,67405.27,Active,2024-07-28
ACC006730,CUS005228,BR051,Savings,173579.71,Active,2024-12-04
ACC006731,CUS005228,BR025,Current,400278.43,Active,2024-03-16
ACC006732,CUS005229,BR082,Savings,231812.54,Active,2020-03-19
ACC006733,CUS005229,BR043,Current,1376127.56,Active,2020-06-01
ACC006734,CUS005230,BR018,Salary,111756.91,Inactive,2022-02-25
ACC006735,CUS005230,BR047,Current,1273635.98,Active,2022-01-27
ACC006736,CUS005230,BR077,Fixed Deposit,2810568.03,Active,2020-02-29
ACC006737,CUS005231,BR087,Current,1379344.73,Active,2020-12-05
ACC006738,CUS005231,BR017,Current,655079.93,Active,2020-10-03
ACC006739,CUS005232,BR044,Savings,157766.66,Active,2026-02-24
ACC006740,CUS005233,BR006,Savings,23953.71,Inactive,2022-05-12
ACC006741,CUS005234,BR078,Savings,171324.84,Active,2025-09-28
ACC006742,CUS005235,BR009,Salary,291961.73,Active,2025-03-05
ACC006743,CUS005236,BR051,Salary,89144.67,Active,2019-02-26
ACC006744,CUS005237,BR021,Salary,368976.02,Active,2024-11-19
ACC006745,CUS005238,BR017,Savings,76518.35,Active,2025-06-09
ACC006746,CUS005239,BR008,Savings,197190.95,Active,2022-10-07
ACC006747,CUS005240,BR032,Savings,193762.91,Active,2024-04-05
ACC006748,CUS005241,BR098,Salary,182802.99,Active,2022-12-15
ACC006749,CUS005242,BR035,Savings,287030.49,Active,2020-07-11
ACC006750,CUS005243,BR088,Salary,374601.01,Active,2026-08-02
ACC006751,CUS005244,BR048,Savings,25255.12,Active,2026-09-28
ACC006752,CUS005245,BR063,Savings,239421.98,Active,2023-07-10
ACC006753,CUS005246,BR093,Savings,231191.72,Active,2023-02-12
ACC006754,CUS005247,BR003,Salary,339233.16,Active,2026-01-21
ACC006755,CUS005248,BR027,Savings,25332.3,Active,2022-10-09
ACC006756,CUS005249,BR047,Current,1065830.63,Active,2018-08-17
ACC006757,CUS005250,BR059,Salary,328326.97,Active,2026-07-23
ACC006758,CUS005251,BR037,Current,53284.53,Active,2026-12-17
ACC006759,CUS005252,BR063,Current,586574.06,Active,2024-05-22
ACC006760,CUS005253,BR031,Savings,96267.01,Active,2024-11-21
ACC006761,CUS005254,BR039,Salary,469490.83,Active,2026-08-22
ACC006762,CUS005255,BR096,Savings,173705.05,Active,2022-07-03
ACC006763,CUS005256,BR091,Savings,299044.33,Active,2025-12-11
ACC006764,CUS005257,BR009,Savings,241756.54,Active,2021-04-18
ACC006765,CUS005258,BR071,Savings,150813.71,Active,2026-01-23
ACC006766,CUS005259,BR040,Savings,98352.75,Active,2024-07-15
ACC006767,CUS005260,BR084,Savings,289370.7,Active,2019-07-28
ACC006768,CUS005261,BR049,Savings,71203.81,Active,2020-09-03
ACC006769,CUS005261,BR077,Savings,133820.0,Closed,2021-03-11
ACC006770,CUS005262,BR081,Salary,401167.15,Active,2025-04-21
ACC006771,CUS005262,BR060,Savings,26506.12,Active,2025-04-17
ACC006772,CUS005263,BR001,Savings,84109.81,Active,2020-05-13
ACC006773,CUS005264,BR003,Savings,88405.71,Active,2024-02-20
ACC006774,CUS005264,BR086,Savings,226989.98,Active,2023-08-02
ACC006775,CUS005265,BR049,Savings,66241.04,Active,2019-04-27
ACC006776,CUS005265,BR046,Current,1388239.74,Active,2018-03-18
ACC006777,CUS005266,BR058,Savings,37920.08,Active,2022-05-09
ACC006778,CUS005266,BR095,Salary,283690.03,Inactive,2022-10-21
ACC006779,CUS005267,BR058,Savings,22303.56,Active,2024-06-07
ACC006780,CUS005268,BR035,Current,1141377.22,Active,2021-05-13
ACC006781,CUS005268,BR080,Savings,146899.27,Active,2019-11-18
ACC006782,CUS005268,BR063,Savings,233234.39,Active,2020-02-15
ACC006783,CUS005269,BR068,Salary,268352.59,Active,2021-11-29
ACC006784,CUS005269,BR065,Salary,239594.05,Active,2021-08-15
ACC006785,CUS005270,BR009,Salary,306647.8,Active,2019-01-08
ACC006786,CUS005271,BR024,Salary,353066.23,Inactive,2020-10-28
ACC006787,CUS005272,BR027,Salary,276718.9,Active,2024-05-23
ACC006788,CUS005272,BR025,Salary,260142.81,Active,2024-01-02
ACC006789,CUS005273,BR024,Savings,159821.28,Active,2020-01-05
ACC006790,CUS005273,BR082,Savings,140295.68,Inactive,2020-07-13
ACC006791,CUS005274,BR068,Savings,221991.16,Active,2020-09-04
ACC006792,CUS005275,BR033,Current,943103.28,Active,2024-02-28
ACC006793,CUS005276,BR094,Salary,110821.13,Active,2023-03-22
ACC006794,CUS005277,BR053,Savings,285057.46,Active,2026-11-17
ACC006795,CUS005278,BR023,Savings,24438.17,Inactive,2024-08-27
ACC006796,CUS005279,BR027,Salary,29312.16,Active,2019-06-28
ACC006797,CUS005280,BR008,Savings,139176.35,Active,2023-11-03
ACC006798,CUS005280,BR065,Salary,321680.67,Active,2023-01-25
ACC006799,CUS005281,BR071,Savings,23973.84,Active,2025-05-05
ACC006800,CUS005281,BR015,Current,982941.96,Active,2024-11-24
ACC006801,CUS005282,BR065,Fixed Deposit,4154039.77,Active,2025-04-02
ACC006802,CUS005283,BR001,Savings,78485.38,Active,2023-09-10
ACC006803,CUS005284,BR066,Savings,34485.55,Inactive,2020-08-23
ACC006804,CUS005284,BR085,Fixed Deposit,4945025.66,Active,2021-11-04
ACC006805,CUS005284,BR095,Fixed Deposit,330687.95,Active,2020-11-07
ACC006806,CUS005285,BR071,Savings,113205.88,Active,2025-05-03
ACC006807,CUS005286,BR080,Salary,495375.6,Active,2020-10-31
ACC006808,CUS005287,BR073,Salary,127021.26,Active,2019-10-07
ACC006809,CUS005288,BR089,Savings,254973.31,Active,2020-11-06
ACC006810,CUS005289,BR088,Savings,172896.4,Active,2026-01-13
ACC006811,CUS005290,BR074,Savings,209386.4,Active,2023-05-11
ACC006812,CUS005290,BR025,Savings,199586.23,Inactive,2023-06-24
ACC006813,CUS005291,BR016,Savings,248741.46,Active,2023-03-09
ACC006814,CUS005292,BR095,Savings,85509.83,Active,2025-10-19
ACC006815,CUS005293,BR099,Fixed Deposit,4207028.14,Active,2025-07-15
ACC006816,CUS005293,BR022,Savings,84843.53,Active,2024-08-30
ACC006817,CUS005294,BR040,Savings,109959.81,Active,2023-09-26
ACC006818,CUS005295,BR075,Savings,246866.48,Active,2022-01-11
ACC006819,CUS005296,BR068,Savings,46986.78,Active,2021-06-30
ACC006820,CUS005296,BR035,Current,1150567.84,Active,2022-02-09
ACC006821,CUS005297,BR079,Current,1291407.59,Closed,2021-12-29
ACC006822,CUS005298,BR027,Savings,61820.26,Active,2025-05-02
ACC006823,CUS005299,BR085,Savings,100491.71,Active,2022-09-30
ACC006824,CUS005300,BR038,Savings,274890.34,Active,2025-08-23
ACC006825,CUS005301,BR015,Savings,131379.17,Active,2018-06-01
ACC006826,CUS005302,BR081,Salary,308515.63,Inactive,2023-09-24
ACC006827,CUS005303,BR005,Salary,185613.82,Active,2023-09-13
ACC006828,CUS005304,BR094,Savings,143046.61,Active,2019-11-26
ACC006829,CUS005305,BR057,Savings,272143.48,Active,2018-10-18
ACC006830,CUS005305,BR033,Savings,182726.56,Active,2019-03-18
ACC006831,CUS005306,BR021,Salary,27669.96,Active,2020-12-23
ACC006832,CUS005307,BR006,Salary,320213.63,Active,2026-02-01
ACC006833,CUS005308,BR092,Salary,378334.11,Active,2023-02-17
ACC006834,CUS005309,BR071,Savings,239919.6,Active,2024-09-07
ACC006835,CUS005309,BR028,Savings,107922.38,Active,2023-09-12
ACC006836,CUS005310,BR062,Savings,139950.32,Active,2025-10-12
ACC006837,CUS005311,BR068,Salary,439745.37,Active,2021-12-18
ACC006838,CUS005312,BR076,Savings,31988.49,Active,2021-12-17
ACC006839,CUS005313,BR038,Savings,207547.62,Active,2018-10-11
ACC006840,CUS005314,BR053,Savings,46828.16,Active,2019-03-31
ACC006841,CUS005314,BR042,Current,413750.06,Active,2018-06-01
ACC006842,CUS005315,BR061,Savings,49587.27,Active,2023-12-26
ACC006843,CUS005315,BR051,Savings,6233.38,Active,2024-04-17
ACC006844,CUS005316,BR051,Savings,159294.27,Active,2018-12-08
ACC006845,CUS005317,BR030,Savings,240072.07,Active,2025-10-14
ACC006846,CUS005318,BR097,Salary,263290.75,Active,2020-08-11
ACC006847,CUS005319,BR059,Fixed Deposit,4530281.97,Active,2021-08-08
ACC006848,CUS005320,BR046,Fixed Deposit,3498194.13,Active,2019-06-28
ACC006849,CUS005320,BR029,Savings,82656.82,Active,2020-01-12
ACC006850,CUS005321,BR005,Current,402885.33,Active,2021-02-26
ACC006851,CUS005322,BR014,Savings,137677.76,Inactive,2023-04-13
ACC006852,CUS005323,BR098,Savings,234324.22,Active,2024-07-19
ACC006853,CUS005324,BR085,Current,997506.02,Active,2022-12-01
ACC006854,CUS005325,BR069,Savings,72920.97,Active,2024-01-06
ACC006855,CUS005326,BR031,Savings,296388.91,Active,2025-08-29
ACC006856,CUS005327,BR033,Salary,132666.7,Active,2021-01-16
ACC006857,CUS005328,BR029,Savings,118618.26,Active,2021-03-15
ACC006858,CUS005329,BR010,Savings,177199.02,Active,2026-05-15
ACC006859,CUS005330,BR073,Fixed Deposit,2602767.89,Active,2021-11-23
ACC006860,CUS005331,BR053,Savings,107017.94,Active,2025-01-14
ACC006861,CUS005332,BR043,Savings,131228.55,Active,2019-10-21
ACC006862,CUS005333,BR018,Savings,138285.68,Active,2023-05-23
ACC006863,CUS005334,BR055,Savings,189059.19,Active,2018-06-09
ACC006864,CUS005335,BR023,Savings,94297.38,Active,2026-05-24
ACC006865,CUS005336,BR089,Savings,211077.19,Active,2022-12-12
ACC006866,CUS005336,BR083,Savings,77657.95,Active,2024-03-29
ACC006867,CUS005337,BR098,Savings,168278.1,Inactive,2024-05-26
ACC006868,CUS005337,BR026,Salary,405829.11,Active,2023-11-13
ACC006869,CUS005338,BR089,Salary,444137.18,Active,2019-01-31
ACC006870,CUS005338,BR010,Current,521457.19,Active,2019-03-09
ACC006871,CUS005339,BR014,Savings,52434.81,Active,2022-11-09
ACC006872,CUS005340,BR018,Fixed Deposit,3274019.05,Inactive,2018-06-19
ACC006873,CUS005340,BR066,Savings,284016.62,Active,2020-04-03
ACC006874,CUS005341,BR069,Salary,236065.29,Active,2023-08-22
ACC006875,CUS005341,BR074,Salary,149656.48,Active,2023-02-12
ACC006876,CUS005342,BR053,Savings,220977.2,Active,2020-03-07
ACC006877,CUS005343,BR085,Savings,32974.76,Active,2022-04-03
ACC006878,CUS005344,BR081,Salary,279582.34,Active,2020-07-30
ACC006879,CUS005345,BR099,Savings,36706.25,Active,2022-11-08
ACC006880,CUS005345,BR088,Fixed Deposit,2690256.09,Active,2022-07-03
ACC006881,CUS005346,BR090,Savings,258550.21,Active,2021-06-29
ACC006882,CUS005347,BR084,Salary,58384.98,Active,2023-05-24
ACC006883,CUS005348,BR053,Salary,407830.89,Active,2019-08-14
ACC006884,CUS005349,BR033,Savings,108059.41,Active,2025-02-24
ACC006885,CUS005350,BR087,Salary,428425.72,Active,2024-05-15
ACC006886,CUS005350,BR087,Salary,495568.77,Active,2024-09-13
ACC006887,CUS005351,BR050,Savings,119275.37,Active,2024-01-24
ACC006888,CUS005352,BR081,Salary,490353.08,Active,2026-08-27
ACC006889,CUS005353,BR054,Current,1098575.76,Inactive,2020-11-10
ACC006890,CUS005353,BR052,Savings,141267.42,Active,2020-02-09
ACC006891,CUS005354,BR058,Savings,132256.47,Active,2023-12-05
ACC006892,CUS005354,BR084,Savings,60253.19,Active,2025-04-23
ACC006893,CUS005355,BR044,Savings,8580.96,Active,2019-07-15
ACC006894,CUS005355,BR095,Salary,202364.24,Active,2019-09-24
ACC006895,CUS005356,BR057,Fixed Deposit,3273109.54,Active,2020-03-12
ACC006896,CUS005357,BR030,Salary,180420.28,Active,2021-12-11
ACC006897,CUS005358,BR056,Savings,164650.03,Active,2024-08-22
ACC006898,CUS005359,BR092,Savings,140711.53,Active,2022-01-04
ACC006899,CUS005360,BR067,Savings,180884.1,Inactive,2025-04-14
ACC006900,CUS005361,BR047,Salary,88512.39,Active,2021-01-27
ACC006901,CUS005362,BR046,Savings,152148.82,Active,2026-04-23
ACC006902,CUS005362,BR014,Savings,187517.82,Active,2025-11-12
ACC006903,CUS005363,BR085,Savings,1389.63,Active,2023-01-30
ACC006904,CUS005364,BR024,Savings,78886.65,Active,2020-05-11
ACC006905,CUS005365,BR057,Current,176657.04,Active,2022-10-25
ACC006906,CUS005366,BR044,Savings,160369.84,Active,2023-04-30
ACC006907,CUS005367,BR042,Savings,73453.57,Active,2024-11-20
ACC006908,CUS005368,BR044,Current,117841.33,Inactive,2024-09-20
ACC006909,CUS005369,BR083,Salary,44191.4,Active,2024-12-29
ACC006910,CUS005370,BR086,Savings,9156.59,Active,2022-06-19
ACC006911,CUS005371,BR089,Salary,21530.38,Active,2023-01-27
ACC006912,CUS005371,BR033,Savings,151564.11,Active,2022-03-15
ACC006913,CUS005371,BR097,Salary,32222.99,Active,2023-06-29
ACC006914,CUS005372,BR049,Savings,97970.6,Active,2026-10-27
ACC006915,CUS005373,BR040,Savings,108806.66,Active,2026-03-20
ACC006916,CUS005374,BR014,Savings,105321.25,Active,2022-12-30
ACC006917,CUS005375,BR057,Savings,241526.13,Active,2018-12-12
ACC006918,CUS005376,BR038,Salary,307892.08,Inactive,2021-03-19
ACC006919,CUS005377,BR037,Savings,67241.6,Active,2025-08-10
ACC006920,CUS005378,BR093,Savings,59660.97,Active,2023-03-13
ACC006921,CUS005379,BR006,Current,868341.99,Active,2024-07-04
ACC006922,CUS005379,BR040,Savings,34050.18,Active,2024-04-29
ACC006923,CUS005380,BR018,Salary,84153.06,Active,2020-11-11
ACC006924,CUS005381,BR019,Savings,255536.25,Active,2025-10-11
ACC006925,CUS005381,BR025,Fixed Deposit,3709224.21,Closed,2024-06-10
ACC006926,CUS005381,BR065,Savings,105669.08,Active,2024-09-15
ACC006927,CUS005382,BR082,Savings,248963.1,Active,2020-04-16
ACC006928,CUS005382,BR099,Current,123762.03,Active,2020-08-18
ACC006929,CUS005382,BR037,Current,298390.22,Active,2021-11-23
ACC006930,CUS005383,BR031,Savings,121727.28,Active,2022-09-21
ACC006931,CUS005384,BR079,Salary,196386.33,Active,2026-06-14
ACC006932,CUS005385,BR095,Savings,263028.41,Active,2022-08-17
ACC006933,CUS005386,BR030,Savings,280867.03,Active,2022-02-28
ACC006934,CUS005386,BR044,Savings,75036.89,Active,2021-02-28
ACC006935,CUS005387,BR005,Current,124888.96,Inactive,2021-10-28
ACC006936,CUS005388,BR007,Salary,302976.58,Active,2021-03-19
ACC006937,CUS005388,BR061,Salary,9031.34,Active,2020-06-26
ACC006938,CUS005389,BR038,Savings,263996.35,Active,2019-12-04
ACC006939,CUS005390,BR009,Current,1396511.87,Active,2023-11-11
ACC006940,CUS005391,BR071,Savings,77216.79,Active,2023-01-31
ACC006941,CUS005392,BR094,Savings,90953.89,Active,2019-03-31
ACC006942,CUS005393,BR058,Savings,299139.65,Active,2020-07-12
ACC006943,CUS005394,BR006,Current,1181500.6,Active,2020-03-29
ACC006944,CUS005394,BR092,Salary,407366.6,Active,2019-04-07
ACC006945,CUS005395,BR065,Savings,193649.95,Active,2021-12-15
ACC006946,CUS005396,BR031,Savings,97206.88,Active,2023-08-13
ACC006947,CUS005396,BR087,Salary,215971.65,Active,2022-11-29
ACC006948,CUS005397,BR072,Current,1311513.7,Active,2019-08-31
ACC006949,CUS005398,BR072,Current,931654.24,Active,2022-07-13
ACC006950,CUS005399,BR025,Savings,44850.19,Active,2026-11-08
ACC006951,CUS005400,BR002,Current,1241778.27,Active,2025-04-08
ACC006952,CUS005401,BR058,Salary,108738.02,Closed,2026-05-14
ACC006953,CUS005402,BR056,Current,755955.01,Active,2026-12-22
ACC006954,CUS005403,BR012,Salary,259116.99,Active,2024-12-06
ACC006955,CUS005404,BR037,Current,1359200.09,Active,2025-02-10
ACC006956,CUS005405,BR094,Savings,205118.64,Active,2023-08-12
ACC006957,CUS005405,BR013,Salary,154934.79,Active,2022-06-08
ACC006958,CUS005406,BR004,Current,1392841.71,Inactive,2021-01-30
ACC006959,CUS005407,BR033,Current,999147.02,Active,2026-10-07
ACC006960,CUS005408,BR044,Savings,56011.51,Active,2019-04-11
ACC006961,CUS005409,BR052,Savings,26184.18,Active,2019-02-09
ACC006962,CUS005410,BR030,Current,589195.84,Active,2021-07-08
ACC006963,CUS005411,BR016,Salary,291017.41,Inactive,2022-08-21
ACC006964,CUS005412,BR001,Salary,136413.12,Active,2023-01-17
ACC006965,CUS005412,BR079,Current,535062.33,Active,2022-04-24
ACC006966,CUS005413,BR098,Savings,123432.34,Active,2022-03-02
ACC006967,CUS005414,BR068,Savings,21133.13,Inactive,2019-10-18
ACC006968,CUS005414,BR054,Savings,287718.25,Active,2020-02-12
ACC006969,CUS005415,BR092,Savings,237410.33,Active,2020-07-07
ACC006970,CUS005416,BR002,Savings,273824.94,Active,2026-01-12
ACC006971,CUS005417,BR035,Savings,89579.05,Active,2022-06-30
ACC006972,CUS005418,BR047,Salary,180444.24,Closed,2021-01-29
ACC006973,CUS005419,BR023,Current,1007321.71,Active,2024-11-26
ACC006974,CUS005420,BR023,Savings,259221.97,Active,2023-06-07
ACC006975,CUS005421,BR013,Savings,298994.81,Active,2023-01-30
ACC006976,CUS005422,BR076,Savings,26191.89,Active,2026-06-01
ACC006977,CUS005423,BR073,Savings,63722.68,Active,2025-10-16
ACC006978,CUS005423,BR052,Savings,33890.1,Active,2027-01-27
ACC006979,CUS005424,BR042,Fixed Deposit,307955.71,Active,2021-09-18
ACC006980,CUS005425,BR011,Current,400585.55,Active,2019-07-08
ACC006981,CUS005425,BR056,Savings,239824.41,Closed,2020-09-12
ACC006982,CUS005426,BR022,Savings,15824.1,Inactive,2020-06-20
ACC006983,CUS005427,BR059,Current,626116.98,Active,2024-08-21
ACC006984,CUS005427,BR064,Savings,24706.65,Active,2026-07-31
ACC006985,CUS005428,BR060,Fixed Deposit,4592164.06,Closed,2024-03-14
ACC006986,CUS005429,BR018,Savings,293318.3,Inactive,2024-06-13
ACC006987,CUS005430,BR029,Savings,10894.43,Active,2025-06-08
ACC006988,CUS005431,BR001,Savings,73509.09,Active,2020-03-25
ACC006989,CUS005431,BR057,Current,1440057.52,Active,2021-01-14
ACC006990,CUS005432,BR074,Savings,160068.48,Active,2021-08-14
ACC006991,CUS005433,BR074,Current,927332.7,Active,2022-06-06
ACC006992,CUS005434,BR083,Savings,3750.92,Inactive,2023-05-07
ACC006993,CUS005434,BR099,Savings,276067.55,Active,2022-07-29
ACC006994,CUS005435,BR052,Savings,251791.54,Active,2023-01-28
ACC006995,CUS005435,BR066,Current,1265004.07,Active,2021-10-20
ACC006996,CUS005436,BR042,Savings,295690.34,Inactive,2022-06-17
ACC006997,CUS005437,BR095,Savings,3540.72,Active,2025-06-20
ACC006998,CUS005438,BR030,Savings,156722.28,Active,2023-12-30
ACC006999,CUS005438,BR070,Current,277264.54,Active,2024-11-05
ACC007000,CUS005439,BR026,Savings,230195.09,Active,2020-07-05
ACC007001,CUS005439,BR052,Savings,281886.2,Active,2020-03-11
ACC007002,CUS005440,BR071,Fixed Deposit,3852788.09,Active,2019-12-18
ACC007003,CUS005441,BR030,Current,853297.5,Active,2021-01-02
ACC007004,CUS005442,BR026,Savings,51128.86,Active,2024-04-27
ACC007005,CUS005443,BR065,Current,1109874.62,Active,2023-09-24
ACC007006,CUS005444,BR088,Savings,264383.96,Active,2020-04-08
ACC007007,CUS005445,BR017,Current,786466.74,Active,2022-11-12
ACC007008,CUS005445,BR056,Savings,130825.07,Active,2022-08-04
ACC007009,CUS005446,BR016,Current,447529.7,Active,2021-10-30
ACC007010,CUS005447,BR007,Salary,30258.48,Active,2021-01-24
ACC007011,CUS005448,BR092,Savings,130739.52,Active,2021-07-06
ACC007012,CUS005449,BR091,Savings,187493.12,Active,2023-09-10
ACC007013,CUS005450,BR093,Current,1452796.92,Active,2025-03-29
ACC007014,CUS005451,BR099,Savings,214065.4,Active,2021-10-22
ACC007015,CUS005452,BR033,Salary,203233.5,Active,2018-05-11
ACC007016,CUS005452,BR020,Savings,184662.55,Active,2018-06-09
ACC007017,CUS005453,BR099,Savings,44121.37,Active,2018-09-27
