merchant_id,merchant_name,category,city,state
MER00446,Lifestyle 446,Fashion,Margao,Goa
MER00447,Croma 447,Electronics,Noida,Uttar Pradesh
MER00448,More Supermarket 448,Supermarket,Hubli,Karnataka
MER00449,Spencer's 449,Supermarket,Jaipur,Rajasthan
MER00450,Lifestyle 450,Fashion,Kanpur,Uttar Pradesh
MER00451,MedPlus 451,Healthcare,Aurangabad,Maharashtra
MER00452,Vijay Sales 452,Electronics,Durgapur,West Bengal
MER00453,Pantaloons 453,Fashion,Bhubaneswar,Odisha
MER00454,Reliance Digital 454,Electronics,Gaya,Bihar
MER00455,DMart 455,Supermarket,Indore,Madhya Pradesh
MER00456,McDonald's 456,Restaurant,Nagpur,Maharashtra
MER00457,McDonald's 457,Restaurant,Chennai,Tamil Nadu
MER00458,Westside 458,Fashion,Hyderabad,Telangana
MER00459,Westside 459,Fashion,Kolhapur,Maharashtra
MER00460,KFC 460,Restaurant,Guwahati,Assam
MER00461,Lifestyle 461,Fashion,Amritsar,Punjab
MER00462,Westside 462,Fashion,Kochi,Kerala
MER00463,Croma 463,Electronics,Bhubaneswar,Odisha
MER00464,Croma 464,Electronics,Kochi,Kerala
MER00465,Lifestyle 465,Fashion,Raipur,Chhattisgarh
MER00466,Pantaloons 466,Fashion,Dehradun,Uttarakhand
MER00467,DMart 467,Supermarket,Faridabad,Haryana
MER00468,Starbucks 468,Cafe,Hyderabad,Telangana
MER00469,Westside 469,Fashion,Delhi,Delhi
MER00470,Reliance Fresh 470,Supermarket,Aurangabad,Maharashtra
MER00471,Apollo Pharmacy 471,Healthcare,Ghaziabad,Uttar Pradesh
MER00472,Reliance Trends 472,Fashion,Ludhiana,Punjab
MER00473,Decathlon 473,Sports,Dehradun,Uttarakhand
MER00474,Vijay Sales 474,Electronics,Chennai,Tamil Nadu
MER00475,KFC 475,Restaurant,Hyderabad,Telangana
MER00476,DMart 476,Supermarket,Chennai,Tamil Nadu
MER00477,Lifestyle 477,Fashion,Mumbai,Maharashtra
MER00478,Pantaloons 478,Fashion,Trivandrum,Kerala
MER00479,McDonald's 479,Restaurant,Jodhpur,Rajasthan
MER00480,Pantaloons 480,Fashion,Bilaspur,Chhattisgarh
MER00481,Apollo Pharmacy 481,Healthcare,Haridwar,Uttarakhand
MER00482,Zudio 482,Fashion,Indore,Madhya Pradesh
MER00483,Pantaloons 483,Fashion,Gurugram,Haryana
MER00484,Westside 484,Fashion,Surat,Gujarat
MER00485,Vijay Sales 485,Electronics,Guwahati,Assam
MER00486,Domino's 486,Restaurant,Ranchi,Jharkhand
MER00487,Decathlon 487,Sports,Patna,Bihar
MER00488,Pantaloons 488,Fashion,Haridwar,Uttarakhand
MER00489,More Supermarket 489,Supermarket,Warangal,Telangana
MER00490,Vijay Sales 490,Electronics,Gaya,Bihar
MER00491,Zudio 491,Fashion,Cuttack,Odisha
MER00492,Big Bazaar 492,Supermarket,Lucknow,Uttar Pradesh
MER00493,McDonald's 493,Restaurant,Raipur,Chhattisgarh
MER00494,Reliance Fresh 494,Supermarket,Patna,Bihar
MER00495,Big Bazaar 495,Supermarket,Delhi,Delhi
MER00496,McDonald's 496,Restaurant,Vadodara,Gujarat
MER00497,Pantaloons 497,Fashion,Panaji,Goa
MER00498,Croma 498,Electronics,Warangal,Telangana
MER00499,Reliance Fresh 499,Supermarket,Guwahati,Assam
MER00500,Decathlon 500,Sports,Dehradun,Uttarakhand
MER00501,Reliance Trends 501,Fashion,Panaji,Goa
MER00502,McDonald's 502,Restaurant,New Delhi,Delhi
MER00503,Decathlon 503,Sports,Howrah,West Bengal
MER00504,Vijay Sales 504,Electronics,New Delhi,Delhi
MER00505,Big Bazaar 505,Supermarket,Kolkata,West Bengal
MER00506,Decathlon 506,Sports,Warangal,Telangana
MER00507,Decathlon 507,Sports,Guwahati,Assam
MER00508,Westside 508,Fashion,Haridwar,Uttarakhand
MER00509,Big Bazaar 509,Supermarket,Noida,Uttar Pradesh
MER00510,MedPlus 510,Healthcare,Guwahati,Assam
MER00511,MedPlus 511,Healthcare,Delhi,Delhi
MER00512,Reliance Fresh 512,Supermarket,Indore,Madhya Pradesh
MER00513,Spencer's 513,Supermarket,Jodhpur,Rajasthan
MER00514,Lifestyle 514,Fashion,Ludhiana,Punjab
MER00515,MedPlus 515,Healthcare,Mysuru,Karnataka
MER00516,KFC 516,Restaurant,Ludhiana,Punjab
MER00517,Croma 517,Electronics,Indore,Madhya Pradesh
MER00518,Westside 518,Fashion,Indore,Madhya Pradesh
MER00519,Decathlon 519,Sports,Guwahati,Assam
MER00520,Pantaloons 520,Fashion,Nizamabad,Telangana
MER00521,Apollo Pharmacy 521,Healthcare,Amritsar,Punjab
MER00522,Pantaloons 522,Fashion,Bengaluru,Karnataka
MER00523,Reliance Fresh 523,Supermarket,Aurangabad,Maharashtra
MER00524,Decathlon 524,Sports,Gwalior,Madhya Pradesh
MER00525,Decathlon 525,Sports,Haridwar,Uttarakhand
MER00526,More Supermarket 526,Supermarket,Udaipur,Rajasthan
MER00527,DMart 527,Supermarket,Ludhiana,Punjab
MER00528,Reliance Digital 528,Electronics,Bhopal,Madhya Pradesh
MER00529,Westside 529,Fashion,Kozhikode,Kerala
MER00530,Pantaloons 530,Fashion,Kozhikode,Kerala
MER00531,Zudio 531,Fashion,Hyderabad,Telangana
MER00532,DMart 532,Supermarket,Guwahati,Assam
MER00533,MedPlus 533,Healthcare,Chennai,Tamil Nadu
MER00534,Starbucks 534,Cafe,Rajkot,Gujarat
MER00535,Reliance Trends 535,Fashion,Faridabad,Haryana
MER00536,McDonald's 536,Restaurant,Guwahati,Assam
MER00537,Reliance Fresh 537,Supermarket,New Delhi,Delhi
MER00538,More Supermarket 538,Supermarket,Bilaspur,Chhattisgarh
MER00539,More Supermarket 539,Supermarket,Bhubaneswar,Odisha
MER00540,Starbucks 540,Cafe,Surat,Gujarat
MER00541,Domino's 541,Restaurant,Faridabad,Haryana
MER00542,Croma 542,Electronics,New Delhi,Delhi
MER00543,Decathlon 543,Sports,Patna,Bihar
MER00544,Vijay Sales 544,Electronics,Nagpur,Maharashtra
MER00545,Reliance Fresh 545,Supermarket,Ludhiana,Punjab
MER00546,Big Bazaar 546,Supermarket,Noida,Uttar Pradesh
MER00547,Croma 547,Electronics,Jalandhar,Punjab
MER00548,MedPlus 548,Healthcare,Kolkata,West Bengal
MER00549,Apollo Pharmacy 549,Healthcare,Ludhiana,Punjab
MER00550,Reliance Fresh 550,Supermarket,Guwahati,Assam
MER00551,Westside 551,Fashion,Ranchi,Jharkhand
MER00552,Starbucks 552,Cafe,Guwahati,Assam
MER00553,Domino's 553,Restaurant,Jaipur,Rajasthan
MER00554,Starbucks 554,Cafe,Indore,Madhya Pradesh
MER00555,Domino's 555,Restaurant,Chennai,Tamil Nadu
MER00556,Reliance Trends 556,Fashion,Bhopal,Madhya Pradesh
MER00557,KFC 557,Restaurant,Agra,Uttar Pradesh
MER00558,MedPlus 558,Healthcare,Nizamabad,Telangana
MER00559,MedPlus 559,Healthcare,Ahmedabad,Gujarat
MER00560,Lifestyle 560,Fashion,Durgapur,West Bengal
MER00561,KFC 561,Restaurant,Bhubaneswar,Odisha
MER00562,Vijay Sales 562,Electronics,Gwalior,Madhya Pradesh
MER00563,McDonald's 563,Restaurant,Salem,Tamil Nadu
MER00564,MedPlus 564,Healthcare,Gurugram,Haryana
MER00565,DMart 565,Supermarket,Guwahati,Assam
MER00566,Reliance Digital 566,Electronics,Panaji,Goa
MER00567,Reliance Digital 567,Electronics,Coimbatore,Tamil Nadu
MER00568,Reliance Fresh 568,Supermarket,Warangal,Telangana
MER00569,Reliance Digital 569,Electronics,Amritsar,Punjab
MER00570,Decathlon 570,Sports,Surat,Gujarat
MER00571,Reliance Digital 571,Electronics,Salem,Tamil Nadu
MER00572,Reliance Fresh 572,Supermarket,Pune,Maharashtra
MER00573,More Supermarket 573,Supermarket,Kochi,Kerala
MER00574,Apollo Pharmacy 574,Healthcare,Pune,Maharashtra
MER00575,Decathlon 575,Sports,Kozhikode,Kerala
MER00576,DMart 576,Supermarket,Gaya,Bihar
MER00577,More Supermarket 577,Supermarket,Amritsar,Punjab
MER00578,Apollo Pharmacy 578,Healthcare,Nagpur,Maharashtra
MER00579,MedPlus 579,Healthcare,Kozhikode,Kerala
MER00580,Decathlon 580,Sports,Ranchi,Jharkhand
MER00581,MedPlus 581,Healthcare,Ahmedabad,Gujarat
MER00582,Vijay Sales 582,Electronics,Howrah,West Bengal
MER00583,Decathlon 583,Sports,Hyderabad,Telangana
MER00584,Westside 584,Fashion,Dehradun,Uttarakhand
MER00585,Zudio 585,Fashion,Indore,Madhya Pradesh
MER00586,Starbucks 586,Cafe,Haridwar,Uttarakhand
MER00587,Croma 587,Electronics,Gwalior,Madhya Pradesh
MER00588,McDonald's 588,Restaurant,Panaji,Goa
MER00589,Zudio 589,Fashion,Noida,Uttar Pradesh
MER00590,Lifestyle 590,Fashion,Amritsar,Punjab
MER00591,Lifestyle 591,Fashion,Dehradun,Uttarakhand
MER00592,Apollo Pharmacy 592,Healthcare,Trivandrum,Kerala
MER00593,KFC 593,Restaurant,Vadodara,Gujarat
MER00594,Domino's 594,Restaurant,Panaji,Goa
MER00595,KFC 595,Restaurant,Bengaluru,Karnataka
MER00596,Domino's 596,Restaurant,Raipur,Chhattisgarh
MER00597,DMart 597,Supermarket,Jalandhar,Punjab
MER00598,DMart 598,Supermarket,Aurangabad,Maharashtra
MER00599,Pantaloons 599,Fashion,Kozhikode,Kerala
MER00600,Reliance Trends 600,Fashion,Udaipur,Rajasthan
MER00601,Apollo Pharmacy 601,Healthcare,Haridwar,Uttarakhand
MER00602,More Supermarket 602,Supermarket,Raipur,Chhattisgarh
MER00603,Spencer's 603,Supermarket,Jamshedpur,Jharkhand
MER00604,Starbucks 604,Cafe,Durgapur,West Bengal
MER00605,Vijay Sales 605,Electronics,Hyderabad,Telangana
MER00606,DMart 606,Supermarket,Bhubaneswar,Odisha
MER00607,Vijay Sales 607,Electronics,Warangal,Telangana
MER00608,Zudio 608,Fashion,Kolhapur,Maharashtra
MER00609,DMart 609,Supermarket,Trivandrum,Kerala
MER00610,Lifestyle 610,Fashion,Ranchi,Jharkhand
MER00611,McDonald's 611,Restaurant,Faridabad,Haryana
MER00612,Zudio 612,Fashion,Kozhikode,Kerala
MER00613,McDonald's 613,Restaurant,New Delhi,Delhi
MER00614,Vijay Sales 614,Electronics,Patna,Bihar
MER00615,Big Bazaar 615,Supermarket,Mysuru,Karnataka
MER00616,Pantaloons 616,Fashion,Delhi,Delhi
MER00617,Reliance Digital 617,Electronics,Howrah,West Bengal
MER00618,McDonald's 618,Restaurant,Guwahati,Assam
MER00619,Vijay Sales 619,Electronics,Bhubaneswar,Odisha
MER00620,Apollo Pharmacy 620,Healthcare,Panaji,Goa
MER00621,Westside 621,Fashion,Coimbatore,Tamil Nadu
MER00622,KFC 622,Restaurant,Bengaluru,Karnataka
MER00623,DMart 623,Supermarket,Agra,Uttar Pradesh
MER00624,Starbucks 624,Cafe,Bhubaneswar,Odisha
MER00625,Starbucks 625,Cafe,Jaipur,Rajasthan
MER00626,Zudio 626,Fashion,Nizamabad,Telangana
MER00627,Reliance Fresh 627,Supermarket,Jamshedpur,Jharkhand
MER00628,KFC 628,Restaurant,Gaya,Bihar
MER00629,Zudio 629,Fashion,Mangalore,Karnataka
MER00630,Croma 630,Electronics,Mangalore,Karnataka
MER00631,MedPlus 631,Healthcare,Jaipur,Rajasthan
MER00632,DMart 632,Supermarket,Bilaspur,Chhattisgarh
MER00633,Reliance Trends 633,Fashion,Gaya,Bihar
MER00634,KFC 634,Restaurant,Raipur,Chhattisgarh
MER00635,MedPlus 635,Healthcare,Bengaluru,Karnataka
MER00636,Reliance Trends 636,Fashion,Haridwar,Uttarakhand
MER00637,Croma 637,Electronics,Raipur,Chhattisgarh
MER00638,Big Bazaar 638,Supermarket,Indore,Madhya Pradesh
MER00639,Apollo Pharmacy 639,Healthcare,Indore,Madhya Pradesh
MER00640,Lifestyle 640,Fashion,Gwalior,Madhya Pradesh
MER00641,Domino's 641,Restaurant,Mumbai,Maharashtra
MER00642,Big Bazaar 642,Supermarket,Delhi,Delhi
MER00643,McDonald's 643,Restaurant,Indore,Madhya Pradesh
MER00644,MedPlus 644,Healthcare,Ludhiana,Punjab
MER00645,More Supermarket 645,Supermarket,Aurangabad,Maharashtra
MER00646,Big Bazaar 646,Supermarket,Mysuru,Karnataka
MER00647,Apollo Pharmacy 647,Healthcare,Haridwar,Uttarakhand
MER00648,Domino's 648,Restaurant,Jodhpur,Rajasthan
MER00649,Lifestyle 649,Fashion,Guwahati,Assam
MER00650,DMart 650,Supermarket,Salem,Tamil Nadu
MER00651,Croma 651,Electronics,Kozhikode,Kerala
MER00652,Decathlon 652,Sports,Kochi,Kerala
MER00653,More Supermarket 653,Supermarket,Guwahati,Assam
MER00654,Big Bazaar 654,Supermarket,Mumbai,Maharashtra
MER00655,Reliance Fresh 655,Supermarket,Delhi,Delhi
MER00656,MedPlus 656,Healthcare,Hyderabad,Telangana
MER00657,Reliance Trends 657,Fashion,Kozhikode,Kerala
MER00658,DMart 658,Supermarket,Salem,Tamil Nadu
MER00659,Reliance Trends 659,Fashion,New Delhi,Delhi
MER00660,McDonald's 660,Restaurant,Dehradun,Uttarakhand
MER00661,Decathlon 661,Sports,Bhubaneswar,Odisha
MER00662,Zudio 662,Fashion,Gaya,Bihar
MER00663,Reliance Digital 663,Electronics,Cuttack,Odisha
MER00664,Pantaloons 664,Fashion,Raipur,Chhattisgarh
MER00665,DMart 665,Supermarket,Jodhpur,Rajasthan
MER00666,Croma 666,Electronics,Mysuru,Karnataka
MER00667,Big Bazaar 667,Supermarket,Gurugram,Haryana
MER00668,More Supermarket 668,Supermarket,Coimbatore,Tamil Nadu
MER00669,Apollo Pharmacy 669,Healthcare,Agra,Uttar Pradesh
MER00670,MedPlus 670,Healthcare,Panaji,Goa
MER00671,Zudio 671,Fashion,Howrah,West Bengal
MER00672,Starbucks 672,Cafe,Panaji,Goa
MER00673,Westside 673,Fashion,Kolkata,West Bengal
MER00674,KFC 674,Restaurant,Nashik,Maharashtra
MER00675,DMart 675,Supermarket,Thane,Maharashtra
MER00676,DMart 676,Supermarket,Ranchi,Jharkhand
MER00677,KFC 677,Restaurant,Trivandrum,Kerala
MER00678,More Supermarket 678,Supermarket,New Delhi,Delhi
MER00679,KFC 679,Restaurant,Noida,Uttar Pradesh
MER00680,Reliance Digital 680,Electronics,Dehradun,Uttarakhand
MER00681,Reliance Fresh 681,Supermarket,Raipur,Chhattisgarh
MER00682,Starbucks 682,Cafe,Coimbatore,Tamil Nadu
MER00683,Apollo Pharmacy 683,Healthcare,Jaipur,Rajasthan
MER00684,Lifestyle 684,Fashion,Amritsar,Punjab
MER00685,MedPlus 685,Healthcare,Gurugram,Haryana
MER00686,Zudio 686,Fashion,Mysuru,Karnataka
MER00687,Reliance Digital 687,Electronics,Amritsar,Punjab
MER00688,Pantaloons 688,Fashion,Raipur,Chhattisgarh
MER00689,MedPlus 689,Healthcare,Amritsar,Punjab
MER00690,Domino's 690,Restaurant,Mangalore,Karnataka
MER00691,Vijay Sales 691,Electronics,Noida,Uttar Pradesh
MER00692,MedPlus 692,Healthcare,New Delhi,Delhi
MER00693,Big Bazaar 693,Supermarket,Jodhpur,Rajasthan
MER00694,Decathlon 694,Sports,Bengaluru,Karnataka
MER00695,Spencer's 695,Supermarket,Jaipur,Rajasthan
MER00696,Reliance Digital 696,Electronics,Coimbatore,Tamil Nadu
MER00697,Zudio 697,Fashion,Durgapur,West Bengal
MER00698,Domino's 698,Restaurant,Aurangabad,Maharashtra
MER00699,KFC 699,Restaurant,Raipur,Chhattisgarh
MER00700,MedPlus 700,Healthcare,Hyderabad,Telangana
MER00701,DMart 701,Supermarket,Indore,Madhya Pradesh
MER00702,More Supermarket 702,Supermarket,Gurugram,Haryana
MER00703,Decathlon 703,Sports,New Delhi,Delhi
MER00704,KFC 704,Restaurant,New Delhi,Delhi
MER00705,Reliance Trends 705,Fashion,Ahmedabad,Gujarat
MER00706,Starbucks 706,Cafe,Raipur,Chhattisgarh
MER00707,Westside 707,Fashion,Trivandrum,Kerala
MER00708,Reliance Trends 708,Fashion,Vadodara,Gujarat
MER00709,Croma 709,Electronics,Bhubaneswar,Odisha
MER00710,Reliance Fresh 710,Supermarket,Trivandrum,Kerala
MER00711,Westside 711,Fashion,Bengaluru,Karnataka
MER00712,More Supermarket 712,Supermarket,Mysuru,Karnataka
MER00713,Big Bazaar 713,Supermarket,Lucknow,Uttar Pradesh
MER00714,Reliance Digital 714,Electronics,Rajkot,Gujarat
MER00715,More Supermarket 715,Supermarket,Margao,Goa
MER00716,Reliance Fresh 716,Supermarket,Raipur,Chhattisgarh
MER00717,Big Bazaar 717,Supermarket,Bhubaneswar,Odisha
MER00718,Reliance Fresh 718,Supermarket,Gurugram,Haryana
MER00719,Big Bazaar 719,Supermarket,Bhubaneswar,Odisha
MER00720,Pantaloons 720,Fashion,Thane,Maharashtra
MER00721,KFC 721,Restaurant,Warangal,Telangana
MER00722,Reliance Fresh 722,Supermarket,Bhubaneswar,Odisha
MER00723,KFC 723,Restaurant,Bhubaneswar,Odisha
MER00724,Pantaloons 724,Fashion,Faridabad,Haryana
MER00725,DMart 725,Supermarket,Gaya,Bihar
MER00726,Decathlon 726,Sports,Patna,Bihar
MER00727,Big Bazaar 727,Supermarket,Salem,Tamil Nadu
MER00728,Domino's 728,Restaurant,Patna,Bihar
MER00729,Vijay Sales 729,Electronics,Kolhapur,Maharashtra
MER00730,Vijay Sales 730,Electronics,Jalandhar,Punjab
MER00731,Zudio 731,Fashion,Cuttack,Odisha
MER00732,Spencer's 732,Supermarket,Udaipur,Rajasthan
MER00733,Pantaloons 733,Fashion,Udaipur,Rajasthan
MER00734,Pantaloons 734,Fashion,Thane,Maharashtra
MER00735,Westside 735,Fashion,Kanpur,Uttar Pradesh
MER00736,Reliance Fresh 736,Supermarket,Margao,Goa
MER00737,Spencer's 737,Supermarket,Kochi,Kerala
MER00738,Reliance Fresh 738,Supermarket,Haridwar,Uttarakhand
MER00739,Vijay Sales 739,Electronics,Kochi,Kerala
MER00740,MedPlus 740,Healthcare,Trivandrum,Kerala
MER00741,Reliance Fresh 741,Supermarket,Chennai,Tamil Nadu
MER00742,McDonald's 742,Restaurant,Jodhpur,Rajasthan
MER00743,McDonald's 743,Restaurant,Udaipur,Rajasthan
MER00744,McDonald's 744,Restaurant,Kolkata,West Bengal
MER00745,Reliance Digital 745,Electronics,Amritsar,Punjab
MER00746,DMart 746,Supermarket,Chennai,Tamil Nadu
MER00747,KFC 747,Restaurant,Bengaluru,Karnataka
MER00748,Vijay Sales 748,Electronics,Raipur,Chhattisgarh
MER00749,Reliance Digital 749,Electronics,Rajkot,Gujarat
MER00750,Westside 750,Fashion,Mysuru,Karnataka
MER00751,Reliance Fresh 751,Supermarket,Coimbatore,Tamil Nadu
MER00752,Big Bazaar 752,Supermarket,Durgapur,West Bengal
MER00753,McDonald's 753,Restaurant,Raipur,Chhattisgarh
MER00754,KFC 754,Restaurant,Raipur,Chhattisgarh
MER00755,Vijay Sales 755,Electronics,Udaipur,Rajasthan
MER00756,Apollo Pharmacy 756,Healthcare,Howrah,West Bengal
MER00757,Westside 757,Fashion,Delhi,Delhi
MER00758,Vijay Sales 758,Electronics,Kolhapur,Maharashtra
MER00759,More Supermarket 759,Supermarket,Gurugram,Haryana
MER00760,Zudio 760,Fashion,Bhubaneswar,Odisha
MER00761,Reliance Digital 761,Electronics,Trivandrum,Kerala
MER00762,Zudio 762,Fashion,Thane,Maharashtra
MER00763,More Supermarket 763,Supermarket,Patna,Bihar
MER00764,Vijay Sales 764,Electronics,Howrah,West Bengal
MER00765,More Supermarket 765,Supermarket,Hyderabad,Telangana
MER00766,Reliance Fresh 766,Supermarket,Guwahati,Assam
MER00767,Pantaloons 767,Fashion,Haridwar,Uttarakhand
MER00768,McDonald's 768,Restaurant,Guwahati,Assam
MER00769,Starbucks 769,Cafe,Jaipur,Rajasthan
MER00770,Zudio 770,Fashion,Bengaluru,Karnataka
MER00771,Croma 771,Electronics,Salem,Tamil Nadu
MER00772,Westside 772,Fashion,Patna,Bihar
MER00773,Apollo Pharmacy 773,Healthcare,Dehradun,Uttarakhand
MER00774,Apollo Pharmacy 774,Healthcare,Faridabad,Haryana
MER00775,Reliance Fresh 775,Supermarket,Gurugram,Haryana
MER00776,Big Bazaar 776,Supermarket,Raipur,Chhattisgarh
MER00777,Decathlon 777,Sports,Kochi,Kerala
MER00778,Spencer's 778,Supermarket,Coimbatore,Tamil Nadu
MER00779,Westside 779,Fashion,Gurugram,Haryana
MER00780,More Supermarket 780,Supermarket,Haridwar,Uttarakhand
MER00781,Zudio 781,Fashion,Bengaluru,Karnataka
MER00782,Vijay Sales 782,Electronics,Surat,Gujarat
MER00783,Reliance Trends 783,Fashion,Jamshedpur,Jharkhand
MER00784,KFC 784,Restaurant,Bilaspur,Chhattisgarh
MER00785,Westside 785,Fashion,Gwalior,Madhya Pradesh
MER00786,DMart 786,Supermarket,Faridabad,Haryana
MER00787,Pantaloons 787,Fashion,Durgapur,West Bengal
MER00788,Reliance Trends 788,Fashion,Guwahati,Assam
MER00789,Reliance Trends 789,Fashion,Guwahati,Assam
MER00790,Pantaloons 790,Fashion,Gurugram,Haryana
MER00791,Pantaloons 791,Fashion,Faridabad,Haryana
MER00792,More Supermarket 792,Supermarket,Hyderabad,Telangana
MER00793,MedPlus 793,Healthcare,Margao,Goa
MER00794,Lifestyle 794,Fashion,Agra,Uttar Pradesh
MER00795,More Supermarket 795,Supermarket,Jalandhar,Punjab
MER00796,DMart 796,Supermarket,Haridwar,Uttarakhand
MER00797,More Supermarket 797,Supermarket,Gwalior,Madhya Pradesh
MER00798,Reliance Trends 798,Fashion,Delhi,Delhi
MER00799,More Supermarket 799,Supermarket,Dehradun,Uttarakhand
MER00800,Vijay Sales 800,Electronics,Lucknow,Uttar Pradesh
MER00801,Starbucks 801,Cafe,Haridwar,Uttarakhand
MER00802,Pantaloons 802,Fashion,Bhopal,Madhya Pradesh
MER00803,Decathlon 803,Sports,Amritsar,Punjab
MER00804,Reliance Digital 804,Electronics,Bilaspur,Chhattisgarh
MER00805,KFC 805,Restaurant,Kozhikode,Kerala
MER00806,Westside 806,Fashion,Guwahati,Assam
MER00807,Croma 807,Electronics,Faridabad,Haryana
MER00808,Zudio 808,Fashion,Madurai,Tamil Nadu
MER00809,Spencer's 809,Supermarket,Udaipur,Rajasthan
MER00810,Croma 810,Electronics,Jamshedpur,Jharkhand
MER00811,Reliance Digital 811,Electronics,Hubli,Karnataka
MER00812,Lifestyle 812,Fashion,Bhopal,Madhya Pradesh
MER00813,KFC 813,Restaurant,Udaipur,Rajasthan
MER00814,Croma 814,Electronics,Faridabad,Haryana
MER00815,Zudio 815,Fashion,Guwahati,Assam
MER00816,MedPlus 816,Healthcare,Surat,Gujarat
MER00817,Apollo Pharmacy 817,Healthcare,Guwahati,Assam
MER00818,Lifestyle 818,Fashion,Agra,Uttar Pradesh
MER00819,More Supermarket 819,Supermarket,Kanpur,Uttar Pradesh
MER00820,Reliance Digital 820,Electronics,Lucknow,Uttar Pradesh
MER00821,Decathlon 821,Sports,Dehradun,Uttarakhand
MER00822,Croma 822,Electronics,Mysuru,Karnataka
MER00823,Starbucks 823,Cafe,Indore,Madhya Pradesh
MER00824,Zudio 824,Fashion,Rajkot,Gujarat
MER00825,Zudio 825,Fashion,Patna,Bihar
MER00826,Domino's 826,Restaurant,Ghaziabad,Uttar Pradesh
MER00827,Starbucks 827,Cafe,Bhopal,Madhya Pradesh
MER00828,Decathlon 828,Sports,Margao,Goa
MER00829,Big Bazaar 829,Supermarket,Dehradun,Uttarakhand
MER00830,Vijay Sales 830,Electronics,Jalandhar,Punjab
MER00831,Reliance Digital 831,Electronics,Raipur,Chhattisgarh
MER00832,Vijay Sales 832,Electronics,Ludhiana,Punjab
MER00833,Pantaloons 833,Fashion,Mysuru,Karnataka
MER00834,Croma 834,Electronics,Ranchi,Jharkhand
MER00835,Vijay Sales 835,Electronics,Gurugram,Haryana
MER00836,Decathlon 836,Sports,Jodhpur,Rajasthan
MER00837,Decathlon 837,Sports,Margao,Goa
MER00838,DMart 838,Supermarket,Lucknow,Uttar Pradesh
MER00839,Domino's 839,Restaurant,Faridabad,Haryana
MER00840,Croma 840,Electronics,Raipur,Chhattisgarh
MER00841,McDonald's 841,Restaurant,Dehradun,Uttarakhand
MER00842,Reliance Trends 842,Fashion,Lucknow,Uttar Pradesh
MER00843,Reliance Trends 843,Fashion,Gurugram,Haryana
MER00844,Westside 844,Fashion,Indore,Madhya Pradesh
MER00845,DMart 845,Supermarket,Raipur,Chhattisgarh
MER00846,Reliance Fresh 846,Supermarket,New Delhi,Delhi
MER00847,Westside 847,Fashion,Margao,Goa
MER00848,DMart 848,Supermarket,Gaya,Bihar
MER00849,Westside 849,Fashion,Kolkata,West Bengal
MER00850,Reliance Fresh 850,Supermarket,Bilaspur,Chhattisgarh
MER00851,Spencer's 851,Supermarket,Faridabad,Haryana
MER00852,Spencer's 852,Supermarket,Indore,Madhya Pradesh
MER00853,Domino's 853,Restaurant,Gurugram,Haryana
MER00854,DMart 854,Supermarket,Jalandhar,Punjab
MER00855,Reliance Trends 855,Fashion,Gurugram,Haryana
MER00856,MedPlus 856,Healthcare,Salem,Tamil Nadu
MER00857,Pantaloons 857,Fashion,Kochi,Kerala
MER00858,Westside 858,Fashion,Patna,Bihar
MER00859,Reliance Trends 859,Fashion,Bilaspur,Chhattisgarh
MER00860,Apollo Pharmacy 860,Healthcare,Dehradun,Uttarakhand
MER00861,Spencer's 861,Supermarket,Gurugram,Haryana
MER00862,Decathlon 862,Sports,Margao,Goa
MER00863,McDonald's 863,Restaurant,Margao,Goa
MER00864,McDonald's 864,Restaurant,Hyderabad,Telangana
MER00865,KFC 865,Restaurant,Jalandhar,Punjab
MER00866,McDonald's 866,Restaurant,Udaipur,Rajasthan
MER00867,KFC 867,Restaurant,Faridabad,Haryana
MER00868,Spencer's 868,Supermarket,Kanpur,Uttar Pradesh
MER00869,Big Bazaar 869,Supermarket,Mumbai,Maharashtra
MER00870,KFC 870,Restaurant,Rajkot,Gujarat
MER00871,MedPlus 871,Healthcare,Kochi,Kerala
MER00872,Spencer's 872,Supermarket,Jodhpur,Rajasthan
MER00873,More Supermarket 873,Supermarket,Chennai,Tamil Nadu
MER00874,KFC 874,Restaurant,Guwahati,Assam
MER00875,Domino's 875,Restaurant,Ranchi,Jharkhand
MER00876,McDonald's 876,Restaurant,Guwahati,Assam
MER00877,Domino's 877,Restaurant,Ranchi,Jharkhand
MER00878,KFC 878,Restaurant,Amritsar,Punjab
MER00879,Zudio 879,Fashion,Howrah,West Bengal
MER00880,DMart 880,Supermarket,Faridabad,Haryana
MER00881,Reliance Digital 881,Electronics,Mangalore,Karnataka
MER00882,Reliance Trends 882,Fashion,Amritsar,Punjab
MER00883,McDonald's 883,Restaurant,Guwahati,Assam
MER00884,Croma 884,Electronics,Howrah,West Bengal
MER00885,Pantaloons 885,Fashion,Kanpur,Uttar Pradesh
MER00886,More Supermarket 886,Supermarket,Cuttack,Odisha
MER00887,Reliance Digital 887,Electronics,Durgapur,West Bengal
MER00888,Reliance Digital 888,Electronics,Guwahati,Assam
MER00889,Westside 889,Fashion,Mangalore,Karnataka
MER00890,Domino's 890,Restaurant,New Delhi,Delhi
MER00891,Vijay Sales 891,Electronics,Cuttack,Odisha
MER00892,Decathlon 892,Sports,Kozhikode,Kerala
MER00893,DMart 893,Supermarket,Kozhikode,Kerala
